Raja2_S01, 
26/04/2013 10:42:29
Set #1

  TIME    TORQUE   POSITION    POS (ANAT)    VELOCITY
  mSec       N-M    Degrees      Degrees       DEG/SEC
  7970    -212.5      133.0           57        119.0
  7980    -214.8      131.9           55        117.9
  7990    -217.8      130.7           54        119.0
  8000    -219.0      129.5           53        118.4
  8010    -221.4      128.3           52        119.8
  8020    -223.2      127.1           51        119.2
  8030    -225.6      125.9           49        119.8
  8040    -227.8      124.7           48        118.7
  8050    -229.3      123.5           47        118.2
  8060    -231.5      122.3           46        119.0
  8070    -232.3      121.2           45        118.2
  8080    -235.0      120.0           44        119.8
  8090    -235.8      118.8           42        118.7
  8100    -236.6      117.6           41        119.8
  8110    -237.0      116.4           40        118.7
  8120    -238.7      115.2           39        120.0
  8130    -240.4      114.0           38        118.4
  8140    -242.2      112.8           36        119.2
  8150    -244.9      111.6           35        119.2
  8160    -246.2      110.4           34        119.0
  8170    -247.5      109.2           33        120.3
  8180    -246.1      108.0           32        119.0
  8190    -246.5      106.8           30        120.3
  8200    -246.5      105.6           29        118.2
  8210    -247.7      104.4           28        119.5
  8220    -248.6      103.2           27        119.0
  8230    -249.4      102.0           26        119.5
  8240    -249.1      100.8           24        119.5
  8250    -248.1       99.7           23        119.5
  8260    -246.9       98.4           22        120.3
  8270    -242.9       97.2           21        120.0
  8280    -237.7       96.0           20        121.3
  8290    -232.3       94.8           18        120.8
  8300    -229.0       93.6           17        122.1
  8310    -225.4       92.4           16        121.3
  8320    -226.0       91.2           15        121.9
  8330    -227.5       90.0           14        120.3
  8340    -228.8       88.8           12        120.3
  8350    -230.1       87.6           11        119.2
  8360    -229.3       86.4           10        119.2
  8370    -226.6       85.2            9        120.5
  8380    -220.4       84.0            8        120.0
  8390    -216.6       82.7            6        121.6
  8400    -215.5       81.5            5        120.3
  8410    -213.2       80.4            4        104.3
  8420    -192.4       79.4            3         79.3
  8430    -172.9       78.7            2         61.2
  8440    -165.2       78.2            2         46.8
  8450    -168.3       77.7            1         42.0
  8460    -182.9       77.4            1         26.8
  8470    -198.5       77.2            1         16.5
  8480    -204.1       77.1            1         14.9
  8490    -200.1       77.0            1         12.7
  8500    -192.1       76.9            0         11.4
  8510    -184.0       76.8            0         10.3
  8520    -179.3       76.7            0          8.7
  8530    -178.3       76.6            0          6.3
  8540    -181.7       76.6            0          3.9
  8550    -168.1       76.5            0          0.0
  8560    -109.2       77.0            1        -64.4
  8570     -57.9       78.2            2       -108.8
  8580     -61.7       79.4            3       -109.1
  8590     -99.9       80.7            4       -134.9
  8600    -142.5       81.9            5       -137.3
  8610    -173.3       83.2            7       -125.6
  8620    -176.3       84.4            8       -125.3
  8630    -148.1       85.7            9       -123.2
  8640    -115.4       86.9           10       -120.5
  8650     -97.0       88.1           12       -119.2
  8660     -94.5       89.3           13       -119.0
  8670    -104.1       90.5           14       -120.5
  8680    -120.1       91.7           15       -121.3
  8690    -131.1       92.9           16       -122.1
  8700    -130.2       94.1           18       -121.9
  8710    -123.4       95.3           19       -121.1
  8720    -112.4       96.5           20       -120.5
  8730    -105.0       97.7           21       -120.0
  8740    -102.9       98.9           22       -120.3
  8750    -105.0      100.1           24       -120.3
  8760    -105.8      101.4           25       -120.8
  8770    -105.9      102.6           26       -120.5
  8780    -104.8      103.8           27       -121.1
  8790    -103.3      105.0           29       -120.5
  8800    -101.8      106.2           30       -120.8
  8810    -101.2      107.4           31       -120.8
  8820    -101.3      108.6           32       -121.1
  8830    -100.8      109.8           33       -121.1
  8840     -98.7      111.0           35       -121.1
  8850     -95.5      112.2           36       -120.8
  8860     -93.4      113.4           37       -120.5
  8870     -93.3      114.6           38       -120.5
  8880     -94.6      115.8           39       -120.8
  8890     -94.8      117.1           41       -121.1
  8900     -93.2      118.3           42       -120.8
  8910     -90.6      119.5           43       -120.8
  8920     -88.0      120.7           44       -120.8
  8930     -86.6      121.9           45       -120.8
  8940     -85.4      123.1           47       -120.8
  8950     -84.8      124.3           48       -120.5
  8960     -83.8      125.5           49       -121.1
  8970     -84.6      126.7           50       -120.8
  8980     -85.7      127.9           51       -121.1
  8990     -86.1      129.1           53       -120.8
  9000     -85.0      130.3           54       -121.3
  9010     -84.1      131.5           55       -120.5
  9020     -82.4      132.8           56       -120.8
  9030     -80.7      134.0           58       -120.5
  9040     -79.5      135.2           59       -120.8
  9050     -78.9      136.4           60       -120.8
  9060     -78.4      137.6           61       -121.1
  9070     -78.0      138.8           62       -121.1
  9080     -77.7      140.0           64       -121.1
  9090     -76.9      141.2           65       -121.1
  9100     -75.9      142.4           66       -120.8
  9110     -75.8      143.6           67       -120.8
  9120     -75.1      144.8           68       -121.1
  9130     -73.9      146.0           70       -121.1
  9140     -73.2      147.3           71       -121.1
  9150     -73.2      148.5           72       -120.8
  9160     -72.5      149.7           73       -120.8
  9170     -71.6      150.9           74       -120.5
  9180     -71.1      152.1           76       -120.8
  9190     -70.4      153.3           77       -120.5
  9200     -69.3      154.5           78       -120.5
  9210     -68.5      155.7           79       -120.3
  9220     -67.0      156.9           80       -120.3
  9230     -65.0      158.1           82       -120.0
  9240     -62.9      159.3           83       -119.8
  9250     -61.2      160.5           84       -119.8
  9260     -59.8      161.7           85       -119.8
  9270     -59.1      162.9           86       -120.0
  9280     -57.6      164.1           88       -119.8
  9290     -55.2      165.3           89       -119.8
  9300     -52.5      166.5           90       -119.5
  9310     -54.1      167.6           91       -111.5
  9320     -69.3      168.5           92        -95.3
  9330     -80.3      169.2           93        -67.8
  9340     -83.3      169.8           93        -53.2
  9350     -74.0      170.2           94        -36.2
  9360     -59.7      170.5           94        -30.3
  9370     -47.1      170.8           94        -19.9
  9380     -42.2      171.0           95        -16.5
  9390     -45.8      171.1           95        -11.4
  9400     -52.7      171.2           95        -10.1
  9410     -59.4      171.3           95         -9.0
  9420     -62.2      171.4           95         -6.6
  9430     -60.1      171.4           95         -5.5
  9440     -57.6      171.5           95         -3.7
  9450     -57.2      171.5           95         -3.1
  9460     -60.3      171.5           95         -3.1
  9470     -72.3      171.5           95          1.3
  9480     -76.9      171.5           95          1.8
  9490     -80.4      171.5           95          4.5
  9500     -84.1      171.4           95         11.4
  9510     -88.1      171.2           95         17.8
  9520     -91.9      171.0           95         25.5
