"Status","Time(Seconds)","Position(Degrees)","Torque(Newton-Meters)","Speed(deg/sec)"
"0001","13.670","11.188","26.532","-57.125"
"0001","13.680","10.688","24.402","-54.813"
"0001","13.690","10.000","20.940","-49.438"
"0001","13.700","9.563","19.338","-44.563"
"0001","13.710","9.188","18.402","-39.063"
"0001","13.720","8.750","17.738","-30.313"
"0001","13.730","8.500","16.993","-24.500"
"0001","13.740","8.313","15.729","-18.313"
"0001","13.750","8.188","14.213","-11.250"
"0001","13.760","8.125","11.820","1.313"
"0001","13.770","8.188","10.516","10.938"
"0001","13.780","8.313","9.231","19.875"
"0001","13.790","8.563","7.422","26.875"
"0001","13.800","8.938","4.169","35.313"
"0001","13.810","9.313","1.252","39.813"
"0001","13.820","9.625","2.110","43.438"
"0001","13.830","10.250","7.089","47.750"
"0001","13.840","10.688","9.858","49.875"
"0001","13.850","11.125","11.890","51.625"
"0001","13.860","11.625","13.302","53.063"
"0001","13.870","12.313","15.136","54.875"
"0001","13.880","12.813","16.620","55.875"
"0001","13.890","13.313","18.553","56.688"
"0001","13.900","13.813","21.094","57.313"
"0001","13.910","14.563","25.815","57.938"
"0001","13.920","15.063","29.100","58.313"
"0001","13.930","15.563","31.983","58.625"
"0001","13.940","16.375","35.154","59.063"
"0001","13.950","16.875","36.720","59.250"
"0001","13.960","17.438","38.162","59.313"
"0001","13.970","17.938","39.463","59.375"
"0001","13.980","18.688","41.318","59.563"
"0001","13.990","19.250","42.656","59.625"
"0001","14.000","19.750","43.986","59.750"
"0001","14.010","20.313","45.261","59.813"
"0001","14.020","21.063","46.681","59.750"
"0001","14.030","21.625","47.133","59.750"
"0001","14.040","22.125","47.217","59.813"
"0001","14.050","22.938","46.776","59.875"
"0001","14.060","23.438","46.372","59.938"
"0001","14.070","24.000","46.183","59.875"
"0001","14.080","24.500","46.277","59.813"
"0001","14.090","25.313","46.701","59.813"
"0001","14.100","25.813","46.978","59.875"
"0001","14.110","26.375","47.157","59.938"
"0001","14.120","26.875","47.169","60.000"
"0001","14.130","27.688","47.137","59.938"
"0001","14.140","28.188","46.997","59.875"
"0001","14.150","28.750","47.006","59.875"
"0001","14.160","29.500","47.485","59.938"
"0001","14.170","30.063","48.105","60.000"
"0001","14.180","30.563","48.914","60.000"
"0001","14.190","31.125","49.829","59.938"
"0001","14.200","31.875","50.948","59.938"
"0001","14.210","32.438","51.375","59.938"
"0001","14.220","32.938","51.565","59.938"
"0001","14.230","33.500","51.593","60.000"
"0001","14.240","34.250","51.850","59.938"
"0001","14.250","34.813","52.218","59.875"
"0001","14.260","35.313","52.640","59.875"
"0001","14.270","36.125","53.303","59.875"
"0001","14.280","36.625","53.550","59.938"
"0001","14.290","37.188","53.569","60.000"
"0001","14.300","37.688","53.505","59.938"
"0001","14.310","38.500","53.172","59.875"
"0001","14.320","39.000","53.001","59.875"
"0001","14.330","39.563","53.050","59.875"
"0001","14.340","40.063","53.330","59.938"
"0001","14.350","40.875","54.107","60.000"
"0001","14.360","41.438","54.656","59.938"
"0001","14.370","41.938","55.008","59.875"
"0001","14.380","42.750","55.144","59.938"
"0001","14.390","43.250","55.120","59.938"
"0001","14.400","43.750","55.254","60.000"
"0001","14.410","44.313","55.790","60.000"
"0001","14.420","45.125","57.057","59.938"
"0001","14.430","45.625","57.981","59.938"
"0001","14.440","46.125","58.771","59.938"
"0001","14.450","46.688","59.314","59.938"
"0001","14.460","47.500","59.763","60.063"
"0001","14.470","48.000","60.021","60.000"
"0001","14.480","48.563","60.323","59.938"
"0001","14.490","49.313","61.006","59.875"
"0001","14.500","49.875","61.603","59.875"
"0001","14.510","50.375","62.226","59.938"
"0001","14.520","50.938","62.849","60.000"
"0001","14.530","51.688","63.943","59.938"
"0001","14.540","52.250","64.570","59.938"
"0001","14.550","52.750","65.041","59.938"
"0001","14.560","53.313","65.425","59.938"
"0001","14.570","54.063","66.169","60.000"
"0001","14.580","54.625","66.959","60.000"
"0001","14.590","55.125","67.996","59.938"
"0001","14.600","55.938","69.689","59.938"
"0001","14.610","56.438","70.684","59.938"
"0001","14.620","57.000","71.436","59.938"
"0001","14.630","57.500","71.783","60.000"
"0001","14.640","58.313","72.051","60.000"
"0001","14.650","58.813","72.244","59.938"
"0001","14.660","59.375","72.710","59.875"
"0001","14.670","59.875","73.421","59.938"
"0001","14.680","60.688","74.861","60.000"
"0001","14.690","61.188","75.844","60.063"
"0001","14.700","61.750","76.807","60.000"
"0001","14.710","62.500","77.758","59.938"
"0001","14.720","63.063","78.142","59.938"
"0001","14.730","63.563","78.501","59.938"
"0001","14.740","64.125","79.022","60.000"
"0001","14.750","64.938","80.071","60.000"
"0001","14.760","65.438","80.793","59.875"
"0001","14.770","66.000","81.317","59.875"
"0001","14.780","66.500","81.614","59.938"
"0001","14.790","67.313","81.617","59.938"
"0001","14.800","67.813","81.311","60.000"
"0001","14.810","68.313","80.939","60.000"
"0001","14.820","69.125","80.745","59.875"
"0001","14.830","69.688","80.804","59.875"
"0001","14.840","70.188","80.928","59.875"
"0001","14.850","70.688","81.007","59.875"
"0001","14.860","71.500","81.087","60.000"
"0001","14.870","72.063","81.173","59.938"
"0001","14.880","72.563","81.187","59.875"
"0001","14.890","73.125","81.140","59.875"
"0001","14.900","73.875","81.063","59.875"
"0001","14.910","74.438","80.905","59.938"
"0001","14.920","74.938","80.743","59.938"
"0001","14.930","75.750","80.517","59.875"
"0001","14.940","76.250","80.356","59.875"
"0001","14.950","76.813","80.156","59.875"
"0001","14.960","77.313","79.884","59.875"
"0001","14.970","78.125","79.124","60.000"
"0001","14.980","78.625","78.540","59.938"
"0001","14.990","79.188","78.230","59.875"
"0001","15.000","79.688","78.206","59.875"
"0001","15.010","80.500","78.457","59.875"
"0001","15.020","81.000","78.480","59.875"
"0001","15.030","81.563","78.284","59.938"
"0001","15.040","82.313","77.545","59.938"
"0001","15.050","82.875","76.969","59.875"
"0001","15.060","83.375","76.455","59.875"
"0001","15.070","83.875","76.120","59.875"
"0001","15.080","84.688","75.815","59.938"
"0001","15.090","85.250","75.576","59.938"
"0001","15.100","85.750","75.197","59.875"
"0005","15.110","86.313","0.000","59.875"
"0005","15.120","87.063","0.000","59.125"
"0005","15.130","87.563","0.000","55.438"
"0005","15.140","88.063","0.000","48.125"
"0005","15.150","88.563","0.000","36.125"
"0015","15.160","88.563","0.000","36.125"
"0000","15.170","0.000","0.000","0.000"
