"Status","Time(Seconds)","Position(Degrees)","Torque(Newton-Meters)","Speed(deg/sec)"
"0001","7.190","37.563","85.136","-60.000"
"0001","7.200","36.813","84.512","-59.813"
"0001","7.210","36.250","84.440","-59.813"
"0001","7.220","35.750","84.371","-59.875"
"0001","7.230","34.938","84.002","-59.938"
"0001","7.240","34.438","83.302","-59.938"
"0001","7.250","33.875","82.257","-59.938"
"0001","7.260","33.375","81.083","-59.813"
"0001","7.270","32.563","79.333","-59.813"
"0001","7.280","32.063","78.379","-59.875"
"0001","7.290","31.500","77.773","-59.875"
"0001","7.300","31.000","77.465","-60.000"
"0001","7.310","30.188","77.137","-59.875"
"0001","7.320","29.688","76.645","-59.813"
"0001","7.330","29.125","75.740","-59.813"
"0001","7.340","28.375","73.662","-59.875"
"0001","7.350","27.813","72.011","-59.875"
"0001","7.360","27.313","70.211","-59.938"
"0001","7.370","26.750","68.489","-59.813"
"0001","7.380","26.000","66.130","-59.688"
"0001","7.390","25.438","64.582","-59.813"
"0001","7.400","24.938","63.020","-59.813"
"0001","7.410","24.375","61.266","-59.875"
"0001","7.420","23.625","58.536","-59.875"
"0001","7.430","23.063","56.776","-59.750"
"0001","7.440","22.563","55.004","-59.750"
"0001","7.450","21.750","52.274","-59.750"
"0001","7.460","21.250","50.295","-59.688"
"0001","7.470","20.688","48.033","-59.813"
"0001","7.480","20.188","45.422","-59.813"
"0001","7.490","19.375","41.109","-59.750"
"0001","7.500","18.875","38.337","-59.750"
"0001","7.510","18.375","36.011","-59.813"
"0001","7.520","17.813","34.118","-59.750"
"0001","7.530","17.063","31.172","-59.500"
"0001","7.540","16.500","28.914","-58.563"
"0001","7.550","16.000","26.983","-56.875"
"0001","7.560","15.250","23.489","-52.750"
"0001","7.570","14.813","21.345","-48.750"
"0001","7.580","14.438","19.393","-43.813"
"0001","7.590","14.063","17.889","-38.063"
"0001","7.600","13.625","16.099","-28.500"
"0001","7.610","13.375","14.826","-21.688"
"0001","7.620","13.250","13.584","-14.125"
"0001","7.630","13.188","12.269","-5.625"
"0001","7.640","13.188","10.342","8.438"
"0001","7.650","13.313","8.962","17.750"
"0001","7.660","13.500","6.948","25.188"
"0001","7.670","13.875","2.875","34.188"
"0001","7.680","14.188","1.014","38.938"
"0001","7.690","14.563","5.559","42.688"
"0001","7.700","14.938","10.151","45.750"
"0001","7.710","15.625","15.678","49.375"
"0001","7.720","16.063","17.906","51.188"
"0001","7.730","16.500","19.216","52.813"
"0001","7.740","17.000","20.425","54.125"
"0001","7.750","17.688","23.229","55.625"
"0001","7.760","18.188","25.741","56.438"
"0001","7.770","18.688","28.748","57.125"
"0001","7.780","19.438","33.811","57.875"
"0001","7.790","20.000","37.325","58.375"
"0001","7.800","20.500","40.765","58.625"
"0001","7.810","21.000","44.072","58.813"
"0001","7.820","21.750","48.610","59.125"
"0001","7.830","22.313","51.350","59.313"
"0001","7.840","22.813","53.789","59.500"
"0001","7.850","23.375","55.951","59.625"
"0001","7.860","24.125","59.202","59.688"
"0001","7.870","24.688","61.504","59.688"
"0001","7.880","25.188","63.728","59.750"
"0001","7.890","26.000","66.576","59.813"
"0001","7.900","26.500","68.088","59.875"
"0001","7.910","27.000","69.288","60.000"
"0001","7.920","27.563","70.391","59.938"
"0001","7.930","28.375","71.617","59.875"
"0001","7.940","28.875","72.331","59.875"
"0001","7.950","29.438","73.127","59.875"
"0001","7.960","29.938","73.957","59.938"
"0001","7.970","30.750","75.442","60.000"
"0001","7.980","31.250","76.590","59.875"
"0001","7.990","31.813","77.575","59.938"
"0001","8.000","32.563","78.540","59.938"
"0001","8.010","33.125","78.903","60.000"
"0001","8.020","33.625","79.341","60.063"
"0001","8.030","34.188","80.089","60.000"
"0001","8.040","34.938","81.738","59.938"
"0001","8.050","35.500","82.961","59.938"
"0001","8.060","36.000","84.169","59.938"
"0001","8.070","36.563","85.328","59.938"
"0001","8.080","37.313","86.631","60.063"
"0001","8.090","37.875","87.302","60.000"
"0001","8.100","38.375","87.823","59.938"
"0001","8.110","39.188","88.905","59.938"
"0001","8.120","39.688","89.923","59.938"
"0001","8.130","40.250","91.095","60.000"
"0001","8.140","40.750","92.273","60.000"
"0001","8.150","41.563","93.748","59.938"
"0001","8.160","42.063","94.235","59.938"
"0001","8.170","42.625","94.273","59.938"
"0001","8.180","43.125","93.979","59.938"
"0001","8.190","43.938","93.583","60.000"
"0001","8.200","44.438","93.876","60.000"
"0001","8.210","45.000","94.705","59.938"
"0001","8.220","45.813","96.267","59.938"
"0001","8.230","46.313","97.058","59.938"
"0001","8.240","46.813","97.424","59.938"
"0001","8.250","47.375","97.410","60.000"
"0001","8.260","48.188","97.033","59.938"
"0001","8.270","48.688","96.889","59.938"
"0001","8.280","49.188","96.993","59.875"
"0001","8.290","49.750","97.276","59.875"
"0001","8.300","50.563","97.783","59.938"
"0001","8.310","51.063","98.004","60.000"
"0001","8.320","51.563","97.979","59.875"
"0001","8.330","52.375","97.284","59.875"
"0001","8.340","52.938","96.456","59.875"
"0001","8.350","53.438","95.652","59.875"
"0001","8.360","54.000","95.253","59.938"
"0001","8.370","54.750","95.552","59.938"
"0001","8.380","55.313","96.209","59.875"
"0001","8.390","55.813","96.822","59.875"
"0001","8.400","56.313","97.324","59.938"
"0001","8.410","57.125","97.766","59.938"
"0001","8.420","57.688","97.914","60.063"
"0001","8.430","58.188","98.039","60.063"
"0001","8.440","59.000","98.645","59.938"
"0001","8.450","59.500","99.310","59.875"
"0001","8.460","60.063","100.114","59.875"
"0001","8.470","60.563","100.848","59.938"
"0001","8.480","61.375","101.484","60.000"
"0001","8.490","61.875","101.415","59.875"
"0001","8.500","62.438","100.946","59.875"
"0001","8.510","62.938","100.117","59.875"
"0001","8.520","63.750","98.945","59.875"
"0001","8.530","64.250","98.454","59.938"
"0001","8.540","64.813","98.259","59.938"
"0001","8.550","65.563","98.053","59.813"
"0001","8.560","66.125","97.905","59.875"
"0001","8.570","66.625","97.619","59.875"
"0001","8.580","67.188","97.272","59.875"
"0001","8.590","67.938","96.555","60.000"
"0001","8.600","68.500","96.187","60.000"
"0001","8.610","69.000","96.040","59.875"
"0001","8.620","69.563","96.122","59.875"
"0001","8.630","70.313","96.307","59.875"
"0001","8.640","70.875","96.279","59.875"
"0001","8.650","71.375","96.091","60.000"
"0001","8.660","72.188","95.656","59.875"
"0001","8.670","72.688","95.178","59.875"
"0001","8.680","73.250","94.571","59.875"
"0001","8.690","73.750","93.892","59.875"
"0001","8.700","74.563","93.014","59.938"
"0001","8.710","75.063","92.628","59.938"
"0001","8.720","75.625","92.494","59.875"
"0001","8.730","76.125","92.445","59.875"
"0001","8.740","76.938","92.020","59.875"
"0001","8.750","77.438","91.277","59.875"
"0001","8.760","78.000","90.227","59.938"
"0001","8.770","78.750","88.656","59.938"
"0001","8.780","79.313","88.032","59.813"
"0001","8.790","79.813","87.494","59.813"
"0001","8.800","80.375","86.759","59.813"
"0001","8.810","81.125","84.473","59.813"
"0001","8.820","81.688","82.216","59.875"
"0001","8.830","82.188","79.685","59.813"
"0001","8.840","82.750","77.271","59.750"
"0001","8.850","83.500","74.428","59.813"
"0001","8.860","84.063","73.337","59.813"
"0001","8.870","84.563","72.465","59.875"
"0001","8.880","85.375","70.905","59.875"
"0001","8.890","85.875","69.428","59.813"
"0005","8.900","86.438","0.000","59.750"
"0005","8.910","86.938","0.000","59.438"
"0005","8.920","87.688","0.000","53.938"
"0005","8.930","88.125","0.000","46.063"
"0005","8.940","88.500","0.000","38.000"
"0005","8.950","88.813","0.000","31.250"
"0005","8.960","89.188","0.000","23.188"
"0005","8.970","89.375","0.000","18.875"
"0005","8.980","89.500","0.000","15.500"
"0005","8.990","89.688","0.000","12.125"
"0005","9.000","89.813","0.000","10.375"
"0005","9.010","89.875","0.000","8.750"
"0005","9.020","89.938","0.000","7.313"
"0005","9.030","90.000","0.000","5.500"
"0005","9.040","90.063","0.000","4.500"
"0005","9.050","90.063","0.000","3.688"
"0005","9.060","90.125","0.000","3.063"
"0005","9.070","90.125","0.000","2.313"
"0005","9.080","90.188","0.000","1.938"
"0005","9.090","90.188","0.000","1.688"
"0005","9.100","90.188","0.000","1.438"
"0005","9.110","90.250","0.000","1.250"
"0005","9.120","90.250","0.000","1.000"
"0005","9.130","90.250","0.000","0.875"
"0005","9.140","90.250","0.000","0.625"
"0005","9.150","90.250","0.000","0.563"
"0005","9.160","90.313","0.000","0.438"
"0005","9.170","90.313","0.000","0.375"
"0005","9.180","90.313","0.000","0.250"
"0005","9.190","90.313","0.000","0.188"
"0005","9.200","90.313","0.000","0.188"
"0005","9.210","90.250","0.000","0.000"
"0005","9.220","90.250","0.000","-0.063"
"0005","9.230","90.250","0.000","-0.188"
"0005","9.240","90.250","0.000","-0.313"
"0005","9.250","90.250","0.000","-0.375"
"0005","9.260","90.250","0.000","-1.063"
"0001","9.270","90.250","0.000","-2.563"
"0001","9.280","90.250","0.000","-5.063"
"0001","9.290","90.125","14.512","-13.125"
"0001","9.300","89.938","18.878","-21.438"
"0001","9.310","89.750","23.334","-28.188"
"0001","9.320","89.313","29.136","-36.375"
"0001","9.330","88.938","33.475","-40.688"
"0001","9.340","88.563","37.926","-44.250"
"0001","9.350","88.188","42.647","-47.125"
"0001","9.360","87.500","49.907","-50.313"
"0001","9.370","87.063","54.543","-52.125"
"0001","9.380","86.625","59.134","-53.563"
"0001","9.390","86.125","63.641","-54.750"
"0001","9.400","85.375","70.167","-56.188"
"0001","9.410","84.875","74.428","-56.813"
"0001","9.420","84.375","78.553","-57.375"
"0001","9.430","83.625","84.428","-58.125"
"0001","9.440","83.125","88.172","-58.500"
"0001","9.450","82.625","91.916","-58.813"
"0001","9.460","82.063","95.711","-59.125"
"0001","9.470","81.313","101.561","-59.250"
"0001","9.480","80.750","105.422","-59.375"
"0001","9.490","80.250","108.873","-59.500"
"0001","9.500","79.750","111.697","-59.625"
"0001","9.510","78.938","114.704","-59.813"
"0001","9.520","78.438","116.226","-59.813"
"0001","9.530","77.875","117.821","-59.750"
"0001","9.540","77.063","120.669","-59.813"
"0001","9.550","76.563","122.929","-59.875"
"0001","9.560","76.063","125.010","-59.875"
"0001","9.570","75.500","126.490","-59.938"
"0001","9.580","74.688","127.250","-59.813"
"0001","9.590","74.188","126.908","-59.750"
"0001","9.600","73.688","126.005","-59.813"
"0001","9.610","73.125","124.928","-59.813"
"0001","9.620","72.375","123.930","-59.938"
"0001","9.630","71.813","124.061","-60.000"
"0001","9.640","71.313","124.926","-59.938"
"0001","9.650","70.500","126.754","-59.875"
"0001","9.660","70.000","127.528","-59.875"
"0001","9.670","69.438","127.677","-59.938"
"0001","9.680","68.938","127.217","-59.938"
"0001","9.690","68.125","126.103","-60.000"
"0001","9.700","67.563","125.645","-59.875"
"0001","9.710","67.063","125.675","-59.813"
"0001","9.720","66.563","126.175","-59.875"
"0001","9.730","65.750","127.072","-59.938"
"0001","9.740","65.250","127.278","-59.938"
"0001","9.750","64.688","126.994","-59.875"
"0001","9.760","63.875","125.600","-59.750"
"0001","9.770","63.375","124.078","-59.813"
"0001","9.780","62.875","122.420","-59.875"
"0001","9.790","62.313","121.055","-59.875"
"0001","9.800","61.500","119.834","-60.000"
"0001","9.810","61.000","119.495","-59.875"
"0001","9.820","60.438","119.291","-59.813"
"0001","9.830","59.938","118.905","-59.813"
"0001","9.840","59.125","117.721","-59.875"
"0001","9.850","58.625","116.616","-59.938"
"0001","9.860","58.125","115.531","-60.000"
"0001","9.870","57.313","114.722","-59.875"
"0001","9.880","56.750","115.003","-59.813"
"0001","9.890","56.250","115.574","-59.875"
"0001","9.900","55.750","116.120","-59.938"
"0001","9.910","54.938","116.468","-60.000"
"0001","9.920","54.438","116.228","-59.938"
"0001","9.930","53.875","115.695","-59.813"
"0001","9.940","53.375","114.891","-59.813"
"0001","9.950","52.563","113.751","-59.875"
"0001","9.960","52.000","113.437","-59.938"
"0001","9.970","51.500","113.481","-60.000"
"0001","9.980","50.688","113.723","-59.875"
"0001","9.990","50.188","113.539","-59.750"
"0001","10.000","49.625","112.726","-59.813"
"0001","10.010","49.125","111.150","-59.813"
"0001","10.020","48.313","107.953","-59.875"
"0001","10.030","47.813","105.768","-59.938"
"0001","10.040","47.313","104.098","-59.813"
"0001","10.050","46.750","103.074","-59.750"
"0001","10.060","45.938","102.153","-59.813"
"0001","10.070","45.438","101.575","-59.875"
"0001","10.080","44.938","100.817","-59.875"
"0001","10.090","44.125","99.171","-59.875"
"0001","10.100","43.563","98.003","-59.813"
"0001","10.110","43.063","96.791","-59.813"
"0001","10.120","42.563","95.735","-59.875"
"0001","10.130","41.750","94.682","-59.938"
"0001","10.140","41.188","94.201","-60.000"
"0001","10.150","40.688","93.857","-59.938"
"0001","10.160","40.125","93.596","-59.813"
"0001","10.170","39.375","92.783","-59.813"
"0001","10.180","38.813","91.913","-59.875"
"0001","10.190","38.313","90.844","-59.938"
"0001","10.200","37.500","89.412","-60.000"
"0001","10.210","37.000","88.832","-59.875"
"0001","10.220","36.438","88.581","-59.750"
"0001","10.230","35.938","88.378","-59.813"
"0001","10.240","35.125","87.920","-59.875"
"0001","10.250","34.625","87.243","-59.938"
"0001","10.260","34.125","86.183","-59.938"
"0001","10.270","33.563","84.958","-59.813"
"0001","10.280","32.750","83.053","-59.750"
"0001","10.290","32.250","81.852","-59.813"
"0001","10.300","31.750","80.762","-59.875"
"0001","10.310","30.938","79.295","-59.938"
"0001","10.320","30.438","78.358","-59.875"
"0001","10.330","29.875","77.455","-59.750"
"0001","10.340","29.375","76.357","-59.750"
"0001","10.350","28.563","74.339","-59.813"
"0001","10.360","28.063","72.900","-59.875"
"0001","10.370","27.500","71.584","-59.938"
"0001","10.380","27.000","70.366","-59.875"
"0001","10.390","26.188","68.782","-59.750"
"0001","10.400","25.688","67.537","-59.813"
"0001","10.410","25.125","66.167","-59.813"
"0001","10.420","24.375","63.463","-59.875"
"0001","10.430","23.813","61.415","-59.875"
"0001","10.440","23.313","59.354","-59.750"
"0001","10.450","22.750","57.392","-59.688"
"0001","10.460","22.000","54.652","-59.813"
"0001","10.470","21.438","53.111","-59.813"
"0001","10.480","20.938","51.624","-59.875"
"0001","10.490","20.375","50.167","-59.938"
"0001","10.500","19.625","47.952","-59.625"
"0001","10.510","19.063","46.177","-59.750"
"0001","10.520","18.563","44.277","-59.875"
"0001","10.530","17.750","41.322","-59.750"
"0001","10.540","17.250","39.238","-59.875"
"0001","10.550","16.688","37.250","-59.875"
"0001","10.560","16.188","35.365","-59.813"
"0001","10.570","15.375","32.955","-59.750"
"0001","10.580","14.875","31.669","-59.750"
"0001","10.590","14.313","30.545","-59.625"
"0001","10.600","13.813","28.628","-59.250"
"0001","10.610","13.063","24.852","-56.813"
"0001","10.620","12.563","22.057","-53.375"
"0001","10.630","12.125","19.433","-48.563"
"0001","10.640","11.500","17.250","-39.375"
"0001","10.650","11.188","16.807","-32.875"
"0001","10.660","10.938","16.628","-26.563"
"0001","10.670","10.750","16.106","-20.313"
"0001","10.680","10.563","14.284","-9.875"
"0001","10.690","10.500","12.766","-1.750"
"0001","10.700","10.500","11.220","7.188"
"0001","10.710","10.625","9.753","16.500"
"0001","10.720","10.938","6.634","27.625"
"0001","10.730","11.188","3.834","33.500"
"0001","10.740","11.500","0.093","38.250"
"0001","10.750","12.063","7.046","43.813"
"0001","10.760","12.438","11.586","46.750"
"0001","10.770","12.875","15.326","49.125"
"0001","10.780","13.313","18.038","51.125"
"0001","10.790","14.000","20.935","53.313"
"0001","10.800","14.500","22.806","54.438"
"0001","10.810","15.000","24.992","55.438"
"0001","10.820","15.500","27.494","56.313"
"0001","10.830","16.250","31.553","57.313"
"0001","10.840","16.750","34.082","57.875"
"0001","10.850","17.250","36.232","58.188"
"0001","10.860","18.000","38.531","58.563"
"0001","10.870","18.563","39.575","58.813"
"0001","10.880","19.063","40.544","59.000"
"0001","10.890","19.563","41.717","59.250"
"0001","10.900","20.375","44.084","59.500"
"0001","10.910","20.875","45.978","59.500"
"0001","10.920","21.438","47.818","59.625"
"0001","10.930","21.938","49.381","59.688"
"0001","10.940","22.750","50.843","59.750"
"0001","10.950","23.250","51.268","59.875"
"0001","10.960","23.750","51.627","59.875"
"0001","10.970","24.563","52.607","59.813"
"0001","10.980","25.125","53.655","59.813"
"0001","10.990","25.625","54.918","59.875"
"0001","11.000","26.125","56.272","59.938"
"0001","11.010","26.938","57.803","60.000"
"0001","11.020","27.438","58.422","60.000"
"0001","11.030","28.000","58.854","59.875"
"0001","11.040","28.500","59.253","59.875"
"0001","11.050","29.313","60.305","59.938"
"0001","11.060","29.875","61.507","60.000"
"0001","11.070","30.375","63.144","60.063"
"0001","11.080","31.188","66.335","60.000"
"0001","11.090","31.688","68.515","60.000"
"0001","11.100","32.250","70.465","60.000"
"0001","11.110","32.750","71.954","60.000"
"0001","11.120","33.563","73.634","60.063"
"0001","11.130","34.063","74.948","60.063"
"0001","11.140","34.625","76.750","60.000"
"0001","11.150","35.125","78.874","59.938"
"0001","11.160","35.938","81.844","59.938"
"0001","11.170","36.438","83.076","59.938"
"0001","11.180","37.000","83.610","60.063"
"0001","11.190","37.750","84.018","60.000"
"0001","11.200","38.313","84.444","59.938"
"0001","11.210","38.813","84.989","59.938"
"0001","11.220","39.375","85.575","59.875"
"0001","11.230","40.125","86.062","59.938"
"0001","11.240","40.688","86.138","59.938"
"0001","11.250","41.188","86.129","59.938"
"0001","11.260","41.750","86.097","59.875"
"0001","11.270","42.563","85.650","59.875"
"0001","11.280","43.063","85.176","59.875"
"0001","11.290","43.563","84.772","59.938"
"0001","11.300","44.375","84.916","60.000"
"0001","11.310","44.875","85.568","59.875"
"0001","11.320","45.438","86.287","59.875"
"0001","11.330","45.938","86.897","59.875"
"0001","11.340","46.750","87.545","59.938"
"0001","11.350","47.313","87.821","60.063"
"0001","11.360","47.813","88.056","60.063"
"0001","11.370","48.375","88.380","59.938"
"0001","11.380","49.125","89.263","59.938"
"0001","11.390","49.688","90.309","59.938"
"0001","11.400","50.188","91.580","59.938"
"0001","11.410","51.000","93.389","60.000"
"0001","11.420","51.500","94.171","59.938"
"0001","11.430","52.063","94.573","59.875"
"0001","11.440","52.563","94.506","59.875"
"0001","11.450","53.375","94.128","59.875"
"0001","11.460","53.875","94.042","59.938"
"0001","11.470","54.438","94.316","60.000"
"0001","11.480","54.938","94.859","59.938"
"0001","11.490","55.750","95.678","59.875"
"0001","11.500","56.250","96.045","59.875"
"0001","11.510","56.813","96.168","59.875"
"0001","11.520","57.563","95.894","60.000"
"0001","11.530","58.125","95.550","60.063"
"0001","11.540","58.625","95.385","59.938"
"0001","11.550","59.188","95.603","59.875"
"0001","11.560","59.938","96.547","59.875"
"0001","11.570","60.500","97.440","59.938"
"0001","11.580","61.000","98.221","60.000"
"0001","11.590","61.563","98.870","60.000"
"0001","11.600","62.313","99.439","59.875"
"0001","11.610","62.875","99.509","59.938"
"0001","11.620","63.375","99.375","59.938"
"0001","11.630","64.188","99.460","59.938"
"0001","11.640","64.688","99.776","60.000"
"0001","11.650","65.250","100.366","59.938"
"0001","11.660","65.750","100.998","59.875"
"0001","11.670","66.563","101.761","59.938"
"0001","11.680","67.063","101.790","59.875"
"0001","11.690","67.625","101.286","60.000"
"0001","11.700","68.125","100.399","60.000"
"0001","11.710","68.938","99.285","59.875"
"0001","11.720","69.438","98.892","59.813"
"0001","11.730","70.000","98.840","59.875"
"0001","11.740","70.750","98.825","59.875"
"0001","11.750","71.313","98.663","60.000"
"0001","11.760","71.813","98.340","59.938"
"0001","11.770","72.375","97.821","59.875"
"0001","11.780","73.125","96.667","59.875"
"0001","11.790","73.688","95.971","59.875"
"0001","11.800","74.188","95.539","59.875"
"0001","11.810","74.750","95.359","60.000"
"0001","11.820","75.500","95.531","59.938"
"0001","11.830","76.063","95.824","59.875"
"0001","11.840","76.563","96.022","59.875"
"0001","11.850","77.375","96.000","59.938"
"0001","11.860","77.875","95.684","60.000"
"0001","11.870","78.438","95.328","60.000"
"0001","11.880","78.938","95.192","59.938"
"0001","11.890","79.750","95.487","59.875"
"0001","11.900","80.250","95.756","59.875"
"0001","11.910","80.813","95.806","59.875"
"0001","11.920","81.313","95.537","59.938"
"0001","11.930","82.125","94.893","59.938"
"0001","11.940","82.688","94.384","59.875"
"0001","11.950","83.188","93.803","59.875"
"0001","11.960","84.000","93.049","59.875"
"0001","11.970","84.500","92.580","59.875"
"0001","11.980","85.000","92.111","59.938"
"0001","11.990","85.563","91.693","59.938"
"0005","12.000","86.313","0.000","59.813"
"0005","12.010","86.875","0.000","59.625"
"0005","12.020","87.375","0.000","57.250"
"0005","12.030","87.875","0.000","51.375"
"0005","12.040","88.438","0.000","39.000"
"0005","12.050","88.750","0.000","32.063"
"0005","12.060","89.000","0.000","26.375"
"0005","12.070","89.313","0.000","19.500"
"0005","12.080","89.500","0.000","16.188"
"0005","12.090","89.625","0.000","13.750"
"0005","12.100","89.750","0.000","11.625"
"0005","12.110","89.875","0.000","8.938"
"0005","12.120","89.938","0.000","7.375"
"0005","12.130","90.000","0.000","6.063"
"0005","12.140","90.000","0.000","4.938"
"0005","12.150","90.063","0.000","3.563"
"0005","12.160","90.125","0.000","2.938"
"0005","12.170","90.125","0.000","2.375"
"0005","12.180","90.188","0.000","1.750"
"0005","12.190","90.188","0.000","1.438"
"0005","12.200","90.188","0.000","1.188"
"0005","12.210","90.188","0.000","0.938"
"0005","12.220","90.188","0.000","0.688"
"0005","12.230","90.188","0.000","0.438"
"0005","12.240","90.188","0.000","0.250"
"0005","12.250","90.188","0.000","0.125"
"0005","12.260","90.188","0.000","0.000"
"0005","12.270","90.188","0.000","-0.063"
"0005","12.280","90.188","0.000","-0.125"
"0001","12.290","90.188","0.000","-1.688"
"0001","12.300","90.188","0.000","-3.625"
"0001","12.310","90.125","8.147","-6.875"
"0001","12.320","90.063","13.577","-13.000"
"0001","12.330","89.813","19.742","-24.875"
"0001","12.340","89.563","24.002","-31.063"
"0001","12.350","89.250","28.133","-36.250"
"0001","12.360","88.938","32.601","-40.625"
"0001","12.370","88.313","39.362","-45.750"
"0001","12.380","87.938","44.060","-48.250"
"0001","12.390","87.500","48.719","-50.313"
"0001","12.400","86.813","55.485","-52.875"
"0001","12.410","86.313","59.970","-54.188"
"0001","12.420","85.875","64.382","-55.313"
"0001","12.430","85.375","68.934","-56.250"
"0001","12.440","84.625","76.199","-57.125"
"0001","12.450","84.125","81.177","-57.688"
"0001","12.460","83.563","85.958","-58.188"
"0001","12.470","83.063","90.397","-58.563"
"0001","12.480","82.313","96.204","-59.000"
"0001","12.490","81.813","99.768","-59.188"
"0001","12.500","81.250","103.405","-59.250"
"0001","12.510","80.500","109.053","-59.438"
"0001","12.520","79.938","112.599","-59.625"
"0001","12.530","79.438","115.602","-59.750"
"0001","12.540","78.938","117.954","-59.875"
"0001","12.550","78.125","120.758","-59.813"
"0001","12.560","77.563","122.554","-59.750"
"0001","12.570","77.063","124.434","-59.813"
"0001","12.580","76.563","126.471","-59.875"
"0001","12.590","75.750","129.227","-59.938"
"0001","12.600","75.188","130.595","-59.938"
"0001","12.610","74.688","131.576","-59.875"
"0001","12.620","73.875","132.401","-59.813"
"0001","12.630","73.375","132.484","-59.875"
"0001","12.640","72.813","132.415","-59.938"
"0001","12.650","72.313","132.317","-59.938"
"0001","12.660","71.500","132.287","-59.938"
"0001","12.670","71.000","132.502","-59.813"
"0001","12.680","70.438","132.743","-59.813"
"0001","12.690","69.938","132.620","-59.875"
"0001","12.700","69.125","131.620","-59.875"
"0001","12.710","68.625","130.465","-59.938"
"0001","12.720","68.125","129.151","-59.938"
"0001","12.730","67.313","127.520","-59.750"
"0001","12.740","66.750","126.881","-59.813"
"0001","12.750","66.250","126.596","-59.875"
"0001","12.760","65.750","126.489","-59.938"
"0001","12.770","64.938","126.398","-59.938"
"0001","12.780","64.375","126.248","-59.875"
"0001","12.790","63.875","125.825","-59.813"
"0001","12.800","63.375","124.997","-59.875"
"0001","12.810","62.563","123.577","-59.875"
"0001","12.820","62.000","122.906","-59.938"
"0001","12.830","61.500","122.523","-60.000"
"0001","12.840","60.688","122.510","-59.813"
"0001","12.850","60.188","122.348","-59.813"
"0001","12.860","59.625","121.762","-59.875"
"0001","12.870","59.125","120.770","-59.875"
"0001","12.880","58.313","118.866","-59.938"
"0001","12.890","57.813","117.556","-59.938"
"0001","12.900","57.250","116.561","-59.813"
"0001","12.910","56.750","116.012","-59.750"
"0001","12.920","55.938","115.557","-59.875"
"0001","12.930","55.438","115.117","-59.875"
"0001","12.940","54.938","114.474","-59.938"
"0001","12.950","54.125","113.205","-59.875"
"0001","12.960","53.563","112.268","-59.750"
"0001","12.970","53.063","111.262","-59.875"
"0001","12.980","52.563","110.523","-59.875"
"0001","12.990","51.750","110.097","-59.938"
"0001","13.000","51.188","110.095","-60.000"
"0001","13.010","50.688","110.159","-59.875"
"0001","13.020","50.125","110.109","-59.813"
"0001","13.030","49.375","109.360","-59.875"
"0001","13.040","48.813","108.410","-59.875"
"0001","13.050","48.313","107.168","-59.938"
"0001","13.060","47.500","105.312","-59.938"
"0001","13.070","47.000","104.583","-59.750"
"0001","13.080","46.438","104.118","-59.750"
"0001","13.090","45.938","103.408","-59.813"
"0001","13.100","45.125","101.564","-59.813"
"0001","13.110","44.625","99.819","-59.875"
"0001","13.120","44.063","97.935","-59.813"
"0001","13.130","43.563","96.120","-59.750"
"0001","13.140","42.750","93.727","-59.813"
"0001","13.150","42.250","92.401","-59.813"
"0001","13.160","41.750","91.141","-59.875"
"0001","13.170","40.938","89.120","-59.875"
"0001","13.180","40.375","87.650","-59.813"
"0001","13.190","39.875","85.981","-59.688"
"0001","13.200","39.375","84.086","-59.750"
"0001","13.210","38.563","81.068","-59.813"
"0001","13.220","38.063","79.191","-59.938"
"0001","13.230","37.500","77.734","-59.938"
"0001","13.240","37.000","76.795","-59.875"
"0001","13.250","36.188","75.894","-59.750"
"0001","13.260","35.688","75.086","-59.813"
"0001","13.270","35.125","74.091","-59.813"
"0001","13.280","34.313","72.015","-59.938"
"0001","13.290","33.813","70.483","-59.875"
"0001","13.300","33.250","68.988","-59.750"
"0001","13.310","32.750","67.655","-59.750"
"0001","13.320","31.938","66.193","-59.875"
"0001","13.330","31.438","65.550","-59.938"
"0001","13.340","30.938","65.107","-60.000"
"0001","13.350","30.375","64.722","-59.938"
"0001","13.360","29.563","64.122","-59.813"
"0001","13.370","29.063","63.493","-59.875"
"0001","13.380","28.563","62.728","-59.875"
"0001","13.390","27.750","61.692","-59.938"
"0001","13.400","27.250","61.259","-60.000"
"0001","13.410","26.688","61.105","-59.875"
"0001","13.420","26.188","61.049","-59.813"
"0001","13.430","25.375","60.627","-59.875"
"0001","13.440","24.875","60.118","-59.875"
"0001","13.450","24.313","59.283","-59.938"
"0001","13.460","23.813","58.277","-59.938"
"0001","13.470","23.000","56.563","-59.750"
"0001","13.480","22.500","55.441","-59.813"
"0001","13.490","21.938","54.304","-59.813"
"0001","13.500","21.188","52.816","-59.938"
"0001","13.510","20.625","51.898","-59.938"
"0001","13.520","20.125","51.081","-59.875"
"0001","13.530","19.563","50.203","-59.750"
"0001","13.540","18.750","48.621","-59.875"
"0001","13.550","18.250","47.505","-59.813"
"0001","13.560","17.750","46.230","-59.813"
"0001","13.570","17.188","44.872","-59.875"
"0001","13.580","16.438","42.662","-59.813"
"0001","13.590","15.875","41.007","-59.813"
"0001","13.600","15.375","39.275","-59.813"
"0001","13.610","14.563","36.591","-59.813"
"0001","13.620","14.063","34.809","-59.875"
"0001","13.630","13.500","33.234","-59.875"
"0001","13.640","13.000","31.919","-59.688"
"0001","13.650","12.188","30.273","-59.125"
"0001","13.660","11.688","28.594","-58.438"
