Raja2_S01, 
26/04/2013 10:39:56
Set #1

  TIME    TORQUE   POSITION    POS (ANAT)    VELOCITY
  mSec       N-M    Degrees      Degrees       DEG/SEC
  8370     -48.1       79.7            3       -131.7
  8380     -81.9       80.9            4       -122.1
  8390    -108.1       82.2            6       -123.7
  8400    -110.4       83.4            7       -123.2
  8410    -121.0       84.6            8       -123.2
  8420    -126.7       85.9            9       -123.2
  8430    -124.6       87.1           11       -122.7
  8440    -121.4       88.3           12       -121.9
  8450    -120.3       89.5           13       -121.6
  8460    -122.9       90.7           14       -121.9
  8470    -129.5       92.0           16       -121.9
  8480    -136.1       93.2           17       -122.1
  8490    -140.5       94.4           18       -121.6
  8500    -141.2       95.6           19       -121.9
  8510    -139.5       96.8           20       -121.3
  8520    -137.9       98.1           22       -121.3
  8530    -137.1       99.3           23       -121.3
  8540    -137.1      100.5           24       -121.1
  8550    -137.4      101.7           25       -121.3
  8560    -137.0      102.9           26       -120.8
  8570    -136.3      104.1           28       -120.8
  8580    -136.1      105.3           29       -120.5
  8590    -135.3      106.5           30       -120.8
  8600    -134.5      107.7           31       -120.5
  8610    -133.7      108.9           32       -121.1
  8620    -132.9      110.2           34       -121.1
  8630    -131.7      111.4           35       -120.8
  8640    -131.0      112.6           36       -120.5
  8650    -131.0      113.8           37       -120.5
  8660    -131.4      115.0           39       -120.8
  8670    -132.8      116.2           40       -120.8
  8680    -134.1      117.4           41       -121.3
  8690    -134.4      118.6           42       -120.8
  8700    -133.4      119.8           43       -121.3
  8710    -132.1      121.0           45       -120.8
  8720    -130.6      122.3           46       -120.8
  8730    -129.5      123.5           47       -120.5
  8740    -128.3      124.7           48       -120.8
  8750    -127.1      125.9           49       -120.8
  8760    -126.4      127.1           51       -121.1
  8770    -126.0      128.3           52       -121.1
  8780    -126.7      129.5           53       -120.8
  8790    -126.8      130.7           54       -120.8
  8800    -126.4      131.9           55       -120.5
  8810    -125.7      133.1           57       -120.8
  8820    -125.8      134.3           58       -120.8
  8830    -125.6      135.5           59       -121.1
  8840    -125.3      136.7           60       -120.8
  8850    -124.8      138.0           62       -121.1
  8860    -124.5      139.2           63       -120.8
  8870    -124.3      140.4           64       -120.8
  8880    -123.8      141.6           65       -120.8
  8890    -123.8      142.8           66       -120.8
  8900    -123.3      144.0           68       -121.1
  8910    -124.2      145.2           69       -121.1
  8920    -124.8      146.4           70       -121.3
  8930    -124.9      147.6           71       -121.1
  8940    -124.3      148.8           72       -121.1
  8950    -123.3      150.0           74       -120.5
  8960    -121.6      151.3           75       -120.8
  8970    -120.7      152.5           76       -120.8
  8980    -121.0      153.7           77       -121.1
  8990    -121.5      154.9           78       -121.1
  9000    -121.6      156.1           80       -121.1
  9010    -120.5      157.3           81       -120.8
  9020    -118.9      158.5           82       -120.5
  9030    -116.3      159.7           83       -120.8
  9040    -114.3      160.9           84       -120.3
  9050    -113.0      162.1           86       -120.8
  9060    -112.3      163.3           87       -120.8
  9070    -110.6      164.5           88       -121.1
  9080    -107.1      165.7           89       -120.5
  9090    -101.7      166.9           90       -120.3
  9100     -95.9      168.1           92       -120.0
  9110     -88.8      169.3           93       -119.8
  9120     -80.3      170.5           94       -119.8
  9130     -69.8      171.7           95       -119.5
  9140     -55.5      172.9           96       -119.0
  9150     -35.9      174.1           98       -118.2
  9160      -9.1      175.3           99       -116.3
  9170       0.0      176.4          100       -114.2
  9180      37.4      177.5          101       -104.6
  9190      60.1      178.3          102        -70.0
  9200      81.5      178.8          102        -33.5
  9210     100.9      178.8          102          9.5
  9220     100.2      178.4          102         58.0
